#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 03.10.2023 13:15:20;
10;
3501-RT503	-20	100	255,0,0;
3201-RT401	-20	100	0,64,0;
3201-RT501	-20	100	0,0,128;
3501-RT401	-20	100	128,0,128;
3501-RT504	-20	100	255,255,0;
3501-RT001	-10	50	255,128,128;
3501-RT002	-20	100	0,255,0;
3501-RP001	-10	50	0,0,255;
3501-RP002	-10	50	255,128,192;
BC-RN001	-20	100	255,255,128;

#!(s);Date;Time;3501-RT503;3201-RT401;3201-RT501;3501-RT401;3501-RT504;3501-RT001;3501-RT002;3501-RP001;3501-RP002;BC-RN001;
1695470460;23.09.2023;12:01:00;18;29;18;0;6;18;19;40;40;35;
1695474060;23.09.2023;13:01:00;18;30;19;1;7;18;19;40;40;35;
1695477660;23.09.2023;14:01:00;19;31;19;2;8;19;19;40;40;35;
1695481260;23.09.2023;15:01:00;19;31;20;2;9;19;20;40;40;35;
1695484860;23.09.2023;16:01:00;19;32;20;3;10;19;20;40;40;35;
1695488460;23.09.2023;17:01:00;20;32;20;3;9;19;20;40;40;35;
1695492060;23.09.2023;18:01:00;20;32;20;2;9;19;20;40;40;35;
1695495660;23.09.2023;19:01:00;20;31;20;2;8;19;20;40;40;35;
1695499260;23.09.2023;20:01:00;20;31;20;1;7;20;20;40;40;35;
1695502860;23.09.2023;21:01:00;20;31;20;0;6;20;20;40;40;35;
1695506460;23.09.2023;22:01:00;20;30;20;0;5;19;20;40;40;35;
1695510060;23.09.2023;23:01:00;19;25;19;1;4;19;20;40;40;35;
1695513660;24.09.2023;00:01:00;19;24;19;1;4;19;20;40;40;34;
1695517260;24.09.2023;01:01:00;18;24;19;0;3;19;19;40;40;34;
1695520860;24.09.2023;02:01:00;18;23;19;0;3;18;19;40;40;34;
1695524460;24.09.2023;03:01:00;17;18;18;3;3;18;19;40;40;34;
1695528060;24.09.2023;04:01:00;17;17;17;3;3;17;19;40;40;34;
1695531660;24.09.2023;05:01:00;16;17;17;3;2;17;18;40;40;35;
1695535260;24.09.2023;06:01:00;16;16;16;2;2;17;18;40;40;34;
1695538860;24.09.2023;07:01:00;16;16;16;2;2;17;18;40;40;34;
1695542460;24.09.2023;08:01:00;16;16;16;2;2;16;17;40;40;35;
1695546060;24.09.2023;09:01:00;15;16;16;2;2;16;17;40;40;35;
1695549660;24.09.2023;10:01:00;15;16;16;2;2;16;17;40;40;35;
1695553260;24.09.2023;11:01:00;15;15;16;3;3;16;17;40;40;35;
1695556860;24.09.2023;12:01:00;16;21;16;1;4;16;17;40;40;35;
1695560460;24.09.2023;13:01:00;16;22;17;2;6;16;18;40;40;36;
1695564060;24.09.2023;14:01:00;17;28;18;1;7;17;18;40;40;36;
1695567660;24.09.2023;15:01:00;18;29;18;1;8;18;19;40;40;36;
1695571260;24.09.2023;16:01:00;18;30;19;2;8;18;19;40;40;36;
1695574860;24.09.2023;17:01:00;19;30;19;2;8;18;19;40;40;35;
1695578460;24.09.2023;18:01:00;19;30;19;1;7;19;19;40;40;35;
1695582060;24.09.2023;19:01:00;19;30;19;1;7;19;19;40;40;35;
1695585660;24.09.2023;20:01:00;19;30;19;0;6;19;19;40;40;35;
1695589260;24.09.2023;21:01:00;19;30;20;0;6;19;20;40;40;35;
1695592860;24.09.2023;22:01:00;19;30;19;0;5;19;20;40;40;35;
1695596460;24.09.2023;23:01:00;19;30;20;0;5;19;20;40;40;36;
1695600060;25.09.2023;00:01:00;19;30;19;0;5;19;20;40;40;35;
1695603660;25.09.2023;01:01:00;19;30;20;0;5;19;20;40;40;35;
1695607260;25.09.2023;02:01:00;19;30;20;0;5;19;20;40;40;36;
1695610860;25.09.2023;03:01:00;19;30;20;0;6;19;20;40;40;35;
1695614460;25.09.2023;04:01:00;19;30;20;0;6;19;20;40;40;35;
1695618060;25.09.2023;05:01:00;19;30;20;0;6;19;20;40;40;35;
1695621660;25.09.2023;06:01:00;19;30;20;0;6;19;20;40;40;35;
1695625260;25.09.2023;07:01:00;19;30;20;0;6;19;20;40;40;35;
1695628860;25.09.2023;08:01:00;19;30;20;0;6;19;20;40;40;35;
1695632460;25.09.2023;09:01:00;19;30;20;0;6;19;20;40;40;35;
1695636060;25.09.2023;10:01:00;19;30;20;0;6;19;20;40;40;35;
1695639660;25.09.2023;11:01:00;19;30;20;0;6;19;20;40;40;35;
1695643260;25.09.2023;12:01:00;19;30;20;0;6;19;20;40;40;35;
1695646860;25.09.2023;13:01:00;19;30;20;1;7;19;20;40;40;35;
1695650460;25.09.2023;14:01:00;19;31;20;1;7;19;20;40;40;35;
1695654060;25.09.2023;15:01:00;20;31;20;1;7;19;20;40;40;35;
1695657660;25.09.2023;16:01:00;20;31;20;1;7;19;20;40;40;35;
1695661260;25.09.2023;17:01:00;20;31;20;1;7;19;20;40;40;35;
1695664860;25.09.2023;18:01:00;20;31;20;1;7;19;20;40;40;35;
1695668460;25.09.2023;19:01:00;20;31;20;1;7;20;20;40;40;35;
1695672060;25.09.2023;20:01:00;20;31;20;1;7;20;20;40;40;35;
1695675660;25.09.2023;21:01:00;20;31;20;1;7;20;20;40;40;35;
1695679260;25.09.2023;22:01:00;20;31;20;0;7;20;20;40;40;35;
1695682860;25.09.2023;23:01:00;20;31;20;0;6;20;20;40;40;35;
1695686460;26.09.2023;00:01:00;20;31;20;0;6;20;20;40;40;35;
1695690060;26.09.2023;01:01:00;20;30;20;0;5;19;20;40;40;35;
1695693660;26.09.2023;02:01:00;20;30;20;0;5;19;20;40;40;35;
1695697260;26.09.2023;03:01:00;20;30;20;0;5;19;20;40;40;35;
1695700860;26.09.2023;04:01:00;19;25;20;2;5;19;20;40;40;35;
1695704460;26.09.2023;05:01:00;19;25;19;2;5;19;20;40;40;35;
1695708060;26.09.2023;06:01:00;18;24;19;1;4;19;20;40;40;35;
1695711660;26.09.2023;07:01:00;18;24;19;1;4;19;19;40;40;34;
1695715260;26.09.2023;08:01:00;18;24;19;1;4;18;19;40;40;35;
1695718860;26.09.2023;09:01:00;18;24;18;1;4;18;19;40;40;35;
1695722460;26.09.2023;10:01:00;18;24;18;1;4;18;19;40;40;35;
1695726060;26.09.2023;11:01:00;18;24;18;2;5;18;19;40;40;35;
1695729660;26.09.2023;12:01:00;18;29;19;0;6;18;19;40;40;35;
1695733260;26.09.2023;13:01:00;19;30;19;1;7;19;19;40;40;36;
1695736860;26.09.2023;14:01:00;19;31;20;1;8;19;20;40;40;35;
1695740460;26.09.2023;15:01:00;19;31;20;2;8;19;20;40;40;35;
1695744060;26.09.2023;16:01:00;19;31;20;2;9;19;20;40;40;35;
1695747660;26.09.2023;17:01:00;20;31;20;2;9;19;20;40;40;35;
1695751260;26.09.2023;18:01:00;20;31;20;2;8;19;20;40;40;35;
1695754860;26.09.2023;19:01:00;20;31;20;1;8;19;20;40;40;35;
1695758460;26.09.2023;20:01:00;20;31;20;1;7;19;20;40;40;35;
1695762060;26.09.2023;21:01:00;20;31;20;0;6;20;20;40;40;35;
1695765660;26.09.2023;22:01:00;20;30;20;0;5;19;20;40;40;35;
1695769260;26.09.2023;23:01:00;19;25;20;2;5;19;20;40;40;35;
1695772860;27.09.2023;00:01:00;19;25;19;2;5;19;20;40;40;35;
1695776460;27.09.2023;01:01:00;18;24;19;2;5;19;20;40;40;35;
1695780060;27.09.2023;02:01:00;18;24;19;2;5;19;19;40;40;35;
1695783660;27.09.2023;03:01:00;18;24;19;2;5;18;19;40;40;35;
1695787260;27.09.2023;04:01:00;18;24;19;2;5;18;19;40;40;35;
1695790860;27.09.2023;05:01:00;18;24;18;2;5;18;19;40;40;35;
1695794460;27.09.2023;06:01:00;18;24;18;2;5;18;19;40;40;35;
1695798060;27.09.2023;07:01:00;18;24;18;2;5;18;19;40;40;34;
1695801660;27.09.2023;08:01:00;18;29;18;0;6;18;19;40;40;34;
1695805260;27.09.2023;09:01:00;19;29;19;0;5;18;19;40;40;35;
1695808860;27.09.2023;10:01:00;19;30;19;0;5;19;19;40;40;35;
1695812460;27.09.2023;11:01:00;19;30;19;0;6;19;20;40;40;35;
1695816060;27.09.2023;12:01:00;19;30;20;1;6;19;20;40;40;35;
1695819660;27.09.2023;13:01:00;19;31;20;1;7;19;20;40;40;35;
1695823260;27.09.2023;14:01:00;19;31;20;2;8;19;20;40;40;35;
1695826860;27.09.2023;15:01:00;20;32;20;2;9;19;20;40;40;35;
1695830460;27.09.2023;16:01:00;20;32;20;3;9;19;20;40;40;35;
1695834060;27.09.2023;17:01:00;20;32;20;3;9;19;20;40;40;34;
1695837660;27.09.2023;18:01:00;20;32;20;2;9;20;20;40;40;35;
1695841260;27.09.2023;19:01:00;20;32;20;2;8;20;20;40;40;34;
1695844860;27.09.2023;20:01:00;20;31;20;1;7;20;20;40;40;34;
1695848460;27.09.2023;21:01:00;20;31;20;0;6;20;20;40;40;35;
1695852060;27.09.2023;22:01:00;20;30;20;0;5;20;20;40;40;35;
1695855660;27.09.2023;23:01:00;20;30;20;0;5;20;20;40;40;35;
1695859260;28.09.2023;00:01:00;19;25;20;2;5;19;20;40;40;35;
1695862860;28.09.2023;01:01:00;19;25;19;2;5;19;20;40;40;35;
1695866460;28.09.2023;02:01:00;19;25;19;2;6;19;20;40;40;35;
1695870060;28.09.2023;03:01:00;18;29;19;0;6;19;19;40;40;35;
1695873660;28.09.2023;04:01:00;19;30;19;0;5;19;20;40;40;35;
1695877260;28.09.2023;05:01:00;19;25;20;2;5;19;20;40;40;35;
1695880860;28.09.2023;06:01:00;19;25;19;2;5;19;20;40;40;35;
1695884460;28.09.2023;07:01:00;18;24;19;2;5;19;19;40;40;35;
1695888060;28.09.2023;08:01:00;18;24;19;2;5;18;19;40;40;34;
1695891660;28.09.2023;09:01:00;18;24;19;2;5;18;19;40;40;34;
1695895260;28.09.2023;10:01:00;18;24;18;2;6;18;19;40;40;34;
1695898860;28.09.2023;11:01:00;18;29;19;0;6;18;19;40;40;34;
1695902460;28.09.2023;12:01:00;19;30;19;0;6;19;19;40;40;35;
1695906060;28.09.2023;13:01:00;19;31;20;1;7;19;20;40;40;35;
1695909660;28.09.2023;14:01:00;19;31;20;1;7;19;20;40;40;35;
1695913260;28.09.2023;15:01:00;19;31;20;1;7;19;20;40;40;35;
1695916860;28.09.2023;16:01:00;20;31;20;1;7;19;20;40;40;35;
1695920460;28.09.2023;17:01:00;20;31;20;1;8;19;20;40;40;35;
1695924060;28.09.2023;18:01:00;20;31;20;2;8;19;20;40;40;35;
1695927660;28.09.2023;19:01:00;20;31;20;1;7;20;20;40;40;34;
1695931260;28.09.2023;20:01:00;20;31;20;1;7;20;20;40;40;35;
1695934860;28.09.2023;21:01:00;20;31;20;0;6;20;20;40;40;34;
1695938460;28.09.2023;22:01:00;20;31;20;0;6;20;20;40;40;34;
1695942060;28.09.2023;23:01:00;20;31;20;0;6;20;20;40;40;35;
1695945660;29.09.2023;00:01:00;20;31;20;0;6;20;20;40;40;35;
1695949260;29.09.2023;01:01:00;20;31;20;0;6;20;20;40;40;34;
1695952860;29.09.2023;02:01:00;20;30;20;0;6;20;20;40;40;35;
1695956460;29.09.2023;03:01:00;20;31;20;0;6;20;20;40;40;34;
1695960060;29.09.2023;04:01:00;20;30;20;0;5;20;20;40;40;34;
1695963660;29.09.2023;05:01:00;20;30;20;0;5;20;20;40;40;35;
1695967260;29.09.2023;06:01:00;20;30;20;0;5;20;20;40;40;35;
1695970860;29.09.2023;07:01:00;20;30;20;0;5;20;20;40;40;34;
1695974460;29.09.2023;08:01:00;20;30;20;0;5;20;20;40;40;34;
1695978060;29.09.2023;09:01:00;20;30;20;0;5;20;20;40;40;34;
1695981660;29.09.2023;10:01:00;20;30;20;0;5;20;20;40;40;35;
1695985260;29.09.2023;11:01:00;20;30;20;0;6;20;20;40;40;34;
1695988860;29.09.2023;12:01:00;20;31;20;0;6;20;20;40;40;34;
1695992460;29.09.2023;13:01:00;20;31;20;1;6;20;20;40;40;35;
1695996060;29.09.2023;14:01:00;20;31;20;1;7;20;20;40;40;35;
1695999660;29.09.2023;15:01:00;20;31;20;1;7;20;20;40;40;35;
1696003260;29.09.2023;16:01:00;20;32;20;2;8;20;21;40;40;35;
1696006860;29.09.2023;17:01:00;20;32;21;2;8;20;21;40;40;34;
1696010460;29.09.2023;18:01:00;20;31;20;1;8;20;21;40;40;34;
1696014060;29.09.2023;19:01:00;20;32;21;1;7;20;21;40;40;34;
1696017660;29.09.2023;20:01:00;20;31;20;0;7;20;21;40;40;34;
1696021260;29.09.2023;21:01:00;20;31;20;0;6;20;21;40;40;34;
1696024860;29.09.2023;22:01:00;20;31;20;0;6;20;21;40;40;34;
1696028460;29.09.2023;23:01:00;20;31;20;0;5;20;21;40;40;34;
1696032060;30.09.2023;00:01:00;20;26;20;2;5;20;21;40;40;34;
1696035660;30.09.2023;01:01:00;19;25;20;2;5;19;20;40;40;34;
1696039260;30.09.2023;02:01:00;19;25;19;1;4;19;20;40;40;34;
1696042860;30.09.2023;03:01:00;19;24;19;1;4;19;20;40;40;34;
1696046460;30.09.2023;04:01:00;18;24;19;1;4;19;20;40;40;34;
1696050060;30.09.2023;05:01:00;18;24;19;1;4;19;20;40;40;34;
1696053660;30.09.2023;06:01:00;18;24;19;1;4;18;19;40;40;34;
1696057260;30.09.2023;07:01:00;18;24;19;1;4;18;19;40;40;34;
1696060860;30.09.2023;08:01:00;18;24;19;1;4;18;19;40;40;34;
1696064460;30.09.2023;09:01:00;18;24;19;0;4;18;19;40;40;34;
1696068060;30.09.2023;10:01:00;18;24;19;1;4;18;19;40;40;34;
1696071660;30.09.2023;11:01:00;18;24;18;2;5;18;19;40;40;35;
1696075260;30.09.2023;12:01:00;18;24;18;3;6;18;19;40;40;35;
1696078860;30.09.2023;13:01:00;19;30;19;0;6;18;19;40;40;35;
1696082460;30.09.2023;14:01:00;19;30;19;1;7;19;20;40;40;35;
1696086060;30.09.2023;15:01:00;19;31;20;1;8;19;20;40;40;35;
1696089660;30.09.2023;16:01:00;19;31;20;2;8;19;20;40;40;34;
1696093260;30.09.2023;17:01:00;20;31;20;2;9;19;20;40;40;34;
1696096860;30.09.2023;18:01:00;20;31;20;2;8;19;20;40;40;34;
1696100460;30.09.2023;19:01:00;20;31;20;1;7;20;20;40;40;34;
1696104060;30.09.2023;20:01:00;20;31;20;0;6;20;20;40;40;34;
1696107660;30.09.2023;21:01:00;20;30;20;0;5;20;20;40;40;34;
1696111260;30.09.2023;22:01:00;19;25;20;2;5;19;20;40;40;34;
1696114860;30.09.2023;23:01:00;19;25;19;1;4;19;20;40;40;34;
1696118460;01.10.2023;00:01:00;18;24;19;0;3;19;20;40;40;34;
1696122060;01.10.2023;01:01:00;18;23;19;0;3;19;19;40;40;34;
1696125660;01.10.2023;02:01:00;17;18;18;3;3;18;19;40;40;34;
1696129260;01.10.2023;03:01:00;17;17;17;3;3;18;19;40;40;34;
1696132860;01.10.2023;04:01:00;16;17;17;3;3;17;18;40;40;34;
1696136460;01.10.2023;05:01:00;16;16;17;3;3;17;18;40;40;34;
1696140060;01.10.2023;06:01:00;16;16;16;3;2;17;18;40;40;34;
1696143660;01.10.2023;07:01:00;16;16;16;2;2;17;18;40;40;34;
1696147260;01.10.2023;08:01:00;16;16;16;2;2;16;18;40;40;34;
1696150860;01.10.2023;09:01:00;16;16;16;2;2;16;17;40;40;34;
1696154460;01.10.2023;10:01:00;15;16;16;2;2;16;17;40;40;34;
1696158060;01.10.2023;11:01:00;15;16;16;3;3;16;17;40;40;35;
1696161660;01.10.2023;12:01:00;15;21;16;1;4;16;17;40;40;35;
1696165260;01.10.2023;13:01:00;16;22;17;2;5;16;18;40;40;35;
1696168860;01.10.2023;14:01:00;17;28;17;0;6;17;18;40;40;35;
1696172460;01.10.2023;15:01:00;18;29;18;0;6;17;19;40;40;35;
1696176060;01.10.2023;16:01:00;18;30;19;1;7;18;19;40;40;35;
1696179660;01.10.2023;17:01:00;18;30;19;1;7;18;19;40;40;35;
1696183260;01.10.2023;18:01:00;19;30;19;0;7;18;19;40;40;35;
1696186860;01.10.2023;19:01:00;19;30;19;0;6;19;20;40;40;35;
1696190460;01.10.2023;20:01:00;19;30;19;0;5;19;20;40;40;35;
1696194060;01.10.2023;21:01:00;19;24;19;1;5;19;20;40;40;34;
1696197660;01.10.2023;22:01:00;18;24;19;1;4;18;19;40;40;34;
1696201260;01.10.2023;23:01:00;18;24;18;1;4;18;19;40;40;34;
1696204860;02.10.2023;00:01:00;18;24;18;1;4;18;19;40;40;34;
1696208460;02.10.2023;01:01:00;18;24;18;1;4;18;19;40;40;34;
1696212060;02.10.2023;02:01:00;18;24;18;1;5;18;19;40;40;34;
1696215660;02.10.2023;03:01:00;18;24;18;2;5;18;19;40;40;34;
1696219260;02.10.2023;04:01:00;18;24;18;2;5;18;19;40;40;34;
1696222860;02.10.2023;05:01:00;18;24;18;2;5;18;19;40;40;34;
1696226460;02.10.2023;06:01:00;18;24;18;2;5;18;19;40;40;34;
1696230060;02.10.2023;07:01:00;18;24;18;2;5;18;19;40;40;34;
1696233660;02.10.2023;08:01:00;18;24;18;2;5;18;19;40;40;34;
1696237260;02.10.2023;09:01:00;18;24;18;2;5;18;19;40;40;34;
1696240860;02.10.2023;10:01:00;18;24;18;2;6;18;19;40;40;34;
1696244460;02.10.2023;11:01:00;18;29;18;0;6;18;19;40;40;35;
1696248060;02.10.2023;12:01:00;18;29;19;0;6;18;19;40;40;35;
1696251660;02.10.2023;13:01:00;19;30;19;1;7;19;19;40;40;35;
1696255260;02.10.2023;14:01:00;19;30;19;1;7;19;20;40;40;35;
1696258860;02.10.2023;15:01:00;19;31;20;2;8;19;20;40;40;35;
1696262460;02.10.2023;16:01:00;19;31;20;2;8;19;20;40;40;35;
1696266060;02.10.2023;17:01:00;19;31;20;2;8;19;20;40;40;34;
1696269660;02.10.2023;18:01:00;19;31;20;1;7;19;20;40;40;34;
1696273260;02.10.2023;19:01:00;19;31;20;0;6;19;20;40;40;34;
1696276860;02.10.2023;20:01:00;19;30;20;0;5;19;20;40;40;34;
1696280460;02.10.2023;21:01:00;19;25;20;1;5;19;20;40;40;34;
1696284060;02.10.2023;22:01:00;19;24;19;1;4;19;20;40;40;34;
1696287660;02.10.2023;23:01:00;18;24;19;1;4;19;19;40;40;34;
1696291260;03.10.2023;00:01:00;18;23;19;0;3;18;19;40;40;34;
1696294860;03.10.2023;01:01:00;18;23;18;0;3;18;19;40;40;34;
1696298460;03.10.2023;02:01:00;17;17;18;3;3;18;19;40;40;34;
1696302060;03.10.2023;03:01:00;16;17;17;3;3;17;18;40;40;34;
1696305660;03.10.2023;04:01:00;16;16;17;3;3;17;18;40;40;34;
1696309260;03.10.2023;05:01:00;16;16;16;3;3;17;18;40;40;34;
1696312860;03.10.2023;06:01:00;16;16;16;3;3;16;18;40;40;34;
1696316460;03.10.2023;07:01:00;16;16;16;4;3;16;18;40;40;34;
1696320060;03.10.2023;08:01:00;15;16;16;3;3;16;17;40;40;34;
1696323660;03.10.2023;09:01:00;15;16;16;4;3;16;17;40;40;34;
1696327260;03.10.2023;10:01:00;15;16;16;4;4;16;17;40;40;34;
1696330860;03.10.2023;11:01:00;16;21;16;0;3;16;17;40;40;34;
1696334460;03.10.2023;12:01:00;16;22;17;1;4;17;18;40;40;34;
1696338060;03.10.2023;13:01:00;17;23;17;2;5;17;18;40;40;35;
1696341660;03.10.2023;14:01:00;17;28;18;0;6;17;18;40;40;35;
1696345260;03.10.2023;15:01:00;18;29;18;1;7;18;19;40;40;35;
