#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 03.10.2023 13:14:49;
10;
3202-RT401	-5	50	255,0,0;
3202-RT501	-5	50	0,64,0;
3203-RT401	-5	50	0,0,128;
3203-RT501	-5	50	128,0,128;
3201.RT402	-5	50	255,255,0;
3201.RT502	-5	50	255,128,128;
3501-RT403	-5	30	0,255,0;
3501-RT501	-5	50	0,0,255;
3501-RT404	-5	50	255,128,192;
3501-RT502	-5	30	255,255,128;

#!(s);Date;Time;3202-RT401;3202-RT501;3203-RT401;3203-RT501;3201.RT402;3201.RT502;3501-RT403;3501-RT501;3501-RT404;3501-RT502;
1690297260;25.07.2023;15:01:00;15;17;20;21;20;16;9;9;10;9;
1690300860;25.07.2023;16:01:00;14;18;19;20;28;18;18;12;18;11;
1690304460;25.07.2023;17:01:00;14;18;19;20;27;18;19;13;19;12;
1690308060;25.07.2023;18:01:00;14;18;19;19;28;18;20;14;20;13;
1690311660;25.07.2023;19:01:00;13;17;19;19;27;17;20;14;20;14;
1690315260;25.07.2023;20:01:00;12;15;18;19;27;16;20;15;20;14;
1690318860;25.07.2023;21:01:00;11;14;17;18;27;14;20;15;20;14;
1690322460;25.07.2023;22:01:00;9;13;17;17;27;13;20;15;20;14;
1690326060;25.07.2023;23:01:00;8;11;15;16;26;12;20;15;20;14;
1690329660;26.07.2023;00:01:00;7;10;14;15;26;10;20;15;20;14;
1690333260;26.07.2023;01:01:00;6;9;13;13;26;9;20;15;20;14;
1690336860;26.07.2023;02:01:00;5;8;12;13;25;8;19;15;20;14;
1690340460;26.07.2023;03:01:00;4;7;11;12;25;8;19;15;20;14;
1690344060;26.07.2023;04:01:00;4;7;11;11;25;7;19;15;19;14;
1690347660;26.07.2023;05:01:00;4;7;10;10;25;7;19;15;19;14;
1690351260;26.07.2023;06:01:00;4;6;9;10;25;7;19;15;19;14;
1690354860;26.07.2023;07:01:00;3;6;9;9;25;7;19;15;20;14;
1690358460;26.07.2023;08:01:00;3;6;9;9;25;7;19;15;19;14;
1690362060;26.07.2023;09:01:00;4;6;9;9;25;7;19;15;20;14;
1690365660;26.07.2023;10:01:00;5;7;9;9;25;8;20;15;20;14;
1690369260;26.07.2023;11:01:00;6;9;10;10;25;9;20;15;20;15;
1690372860;26.07.2023;12:01:00;7;10;10;11;26;10;20;15;20;15;
1690376460;26.07.2023;13:01:00;7;10;11;12;26;11;20;15;21;15;
1690380060;26.07.2023;14:01:00;8;11;12;12;27;12;21;16;21;15;
1690383660;26.07.2023;15:01:00;9;13;13;13;27;13;21;16;21;15;
1690387260;26.07.2023;16:01:00;10;13;13;14;27;14;21;16;21;15;
1690390860;26.07.2023;17:01:00;11;14;14;15;28;15;21;16;22;15;
1690394460;26.07.2023;18:01:00;11;15;15;15;28;15;22;16;22;15;
1690398060;26.07.2023;19:01:00;11;14;15;16;28;14;22;16;22;15;
1690401660;26.07.2023;20:01:00;10;13;15;16;28;14;22;16;22;16;
1690405260;26.07.2023;21:01:00;9;12;15;15;28;13;22;16;22;15;
1690408860;26.07.2023;22:01:00;8;11;14;15;27;12;21;16;21;16;
1690412460;26.07.2023;23:01:00;7;10;13;14;27;10;21;16;21;15;
1690416060;27.07.2023;00:01:00;6;8;12;13;27;9;21;16;21;15;
1690419660;27.07.2023;01:01:00;5;7;11;11;26;8;21;16;21;15;
1690423260;27.07.2023;02:01:00;4;6;10;10;26;7;20;16;21;15;
1690426860;27.07.2023;03:01:00;3;6;9;10;26;7;20;16;20;15;
1690430460;27.07.2023;04:01:00;3;6;9;9;25;6;20;16;20;15;
1690434060;27.07.2023;05:01:00;3;5;8;9;25;6;20;16;20;15;
1690437660;27.07.2023;06:01:00;3;5;8;8;25;6;20;16;20;15;
1690441260;27.07.2023;07:01:00;3;5;8;8;25;6;20;16;20;15;
1690444860;27.07.2023;08:01:00;3;5;8;8;25;6;20;16;20;15;
1690448460;27.07.2023;09:01:00;3;6;8;8;25;7;20;16;20;15;
1690452060;27.07.2023;10:01:00;4;7;9;9;25;7;20;16;20;15;
1690455660;27.07.2023;11:01:00;4;7;9;9;26;8;20;16;20;15;
1690459260;27.07.2023;12:01:00;5;8;9;10;26;9;21;16;21;15;
1690462860;27.07.2023;13:01:00;6;9;10;10;26;9;21;16;21;15;
1690466460;27.07.2023;14:01:00;7;10;11;11;27;11;21;16;21;15;
1690470060;27.07.2023;15:01:00;9;12;12;12;27;12;21;16;22;16;
1690473660;27.07.2023;16:01:00;10;14;13;13;28;14;22;17;22;16;
1690477260;27.07.2023;17:01:00;11;14;14;14;28;15;22;17;22;16;
1690480860;27.07.2023;18:01:00;11;15;14;15;29;15;22;17;22;16;
1690484460;27.07.2023;19:01:00;11;14;15;16;29;15;22;17;22;16;
1690488060;27.07.2023;20:01:00;10;13;15;16;28;14;22;17;22;16;
1690491660;27.07.2023;21:01:00;9;12;15;15;28;12;22;17;22;16;
1690495260;27.07.2023;22:01:00;7;10;14;14;28;11;22;17;22;16;
1690498860;27.07.2023;23:01:00;6;9;13;13;27;10;21;17;22;16;
1690502460;28.07.2023;00:01:00;5;8;12;12;27;8;21;17;21;16;
1690506060;28.07.2023;01:01:00;4;7;10;11;26;7;21;17;21;16;
1690509660;28.07.2023;02:01:00;3;6;9;10;26;6;21;16;21;16;
1690513260;28.07.2023;03:01:00;2;5;9;9;26;6;20;16;21;16;
1690516860;28.07.2023;04:01:00;4;5;8;8;21;6;18;16;18;15;
1690520460;28.07.2023;05:01:00;3;5;8;8;20;6;17;15;18;15;
1690524060;28.07.2023;06:01:00;4;5;8;8;20;6;17;15;17;14;
1690527660;28.07.2023;07:01:00;4;5;8;8;20;6;17;15;17;14;
1690531260;28.07.2023;08:01:00;4;5;8;8;20;6;17;14;17;14;
1690534860;28.07.2023;09:01:00;3;6;8;8;23;7;19;15;19;14;
1690538460;28.07.2023;10:01:00;3;6;8;8;25;7;20;15;20;15;
1690542060;28.07.2023;11:01:00;4;7;8;9;25;7;20;16;20;15;
1690545660;28.07.2023;12:01:00;5;8;9;9;26;8;20;16;21;15;
1690549260;28.07.2023;13:01:00;7;10;10;10;26;10;21;16;21;15;
1690552860;28.07.2023;14:01:00;8;11;11;11;27;12;21;16;21;16;
1690556460;28.07.2023;15:01:00;10;13;12;13;28;13;22;17;22;16;
1690560060;28.07.2023;16:01:00;12;15;13;14;28;15;22;17;22;16;
1690563660;28.07.2023;17:01:00;13;16;15;16;29;16;23;17;23;16;
1690567260;28.07.2023;18:01:00;13;16;16;16;29;17;23;17;23;16;
1690570860;28.07.2023;19:01:00;13;16;16;17;29;16;23;17;23;16;
1690574460;28.07.2023;20:01:00;12;15;16;17;29;15;23;17;23;16;
1690578060;28.07.2023;21:01:00;10;13;16;17;29;14;23;17;23;16;
1690581660;28.07.2023;22:01:00;8;12;16;16;28;12;22;17;22;16;
1690585260;28.07.2023;23:01:00;7;10;14;15;28;11;22;17;22;16;
1690588860;29.07.2023;00:01:00;6;9;13;14;27;9;22;17;22;16;
1690592460;29.07.2023;01:01:00;5;7;12;12;27;8;21;17;22;16;
1690596060;29.07.2023;02:01:00;4;7;11;11;27;8;21;17;21;16;
1690599660;29.07.2023;03:01:00;4;6;10;10;27;7;21;17;21;16;
1690603260;29.07.2023;04:01:00;3;6;9;10;26;7;21;17;21;16;
1690606860;29.07.2023;05:01:00;3;6;9;9;26;7;21;17;21;16;
1690610460;29.07.2023;06:01:00;3;6;9;9;26;6;21;17;21;16;
1690614060;29.07.2023;07:01:00;3;5;8;9;26;6;21;17;21;16;
1690617660;29.07.2023;08:01:00;3;6;8;9;26;6;21;17;21;16;
1690621260;29.07.2023;09:01:00;4;6;9;9;26;7;21;17;21;16;
1690624860;29.07.2023;10:01:00;4;7;9;9;26;7;21;17;21;16;
1690628460;29.07.2023;11:01:00;5;7;9;9;26;8;21;17;21;16;
1690632060;29.07.2023;12:01:00;6;9;10;10;27;9;21;17;21;16;
1690635660;29.07.2023;13:01:00;8;11;11;11;27;11;22;17;22;16;
1690639260;29.07.2023;14:01:00;10;13;12;13;28;14;22;17;22;16;
1690642860;29.07.2023;15:01:00;12;15;14;14;29;15;23;17;23;16;
1690646460;29.07.2023;16:01:00;13;17;15;16;29;17;23;17;23;17;
1690650060;29.07.2023;17:01:00;14;17;16;17;30;18;24;18;24;17;
1690653660;29.07.2023;18:01:00;14;17;17;17;30;18;24;18;24;17;
1690657260;29.07.2023;19:01:00;13;17;17;18;30;17;24;18;24;17;
1690660860;29.07.2023;20:01:00;12;15;17;18;30;16;23;18;24;17;
1690664460;29.07.2023;21:01:00;11;14;17;17;29;14;23;18;23;17;
1690668060;29.07.2023;22:01:00;9;12;16;16;29;13;23;18;23;17;
1690671660;29.07.2023;23:01:00;8;11;15;15;28;12;23;18;23;17;
1690675260;30.07.2023;00:01:00;7;9;14;14;28;10;22;18;22;17;
1690678860;30.07.2023;01:01:00;6;8;13;13;28;9;22;17;22;17;
1690682460;30.07.2023;02:01:00;5;7;12;12;27;8;22;17;22;17;
1690686060;30.07.2023;03:01:00;4;7;11;11;27;7;22;17;22;17;
1690689660;30.07.2023;04:01:00;3;6;10;10;27;7;21;17;22;16;
1690693260;30.07.2023;05:01:00;3;6;9;10;27;7;21;17;21;16;
1690696860;30.07.2023;06:01:00;3;6;9;9;26;6;21;17;21;16;
1690700460;30.07.2023;07:01:00;3;6;9;9;26;7;21;17;21;16;
1690704060;30.07.2023;08:01:00;3;6;9;9;26;7;21;17;21;16;
1690707660;30.07.2023;09:01:00;4;6;9;9;26;7;21;17;21;16;
1690711260;30.07.2023;10:01:00;4;7;9;9;26;8;21;17;21;16;
1690714860;30.07.2023;11:01:00;5;8;9;10;27;9;21;17;22;16;
1690718460;30.07.2023;12:01:00;6;9;10;11;27;10;22;17;22;16;
1690722060;30.07.2023;13:01:00;7;10;11;11;28;11;22;17;22;16;
1690725660;30.07.2023;14:01:00;9;12;12;12;28;12;22;17;23;17;
1690729260;30.07.2023;15:01:00;10;14;13;13;29;14;23;17;23;17;
1690732860;30.07.2023;16:01:00;11;14;14;14;29;15;23;18;23;17;
1690736460;30.07.2023;17:01:00;10;14;15;15;29;14;23;18;23;17;
1690740060;30.07.2023;18:01:00;10;14;15;15;29;14;23;18;23;17;
1690743660;30.07.2023;19:01:00;10;13;15;16;29;14;23;18;23;17;
1690747260;30.07.2023;20:01:00;10;12;15;15;29;13;23;18;23;17;
1690750860;30.07.2023;21:01:00;9;12;14;15;29;12;23;18;23;17;
1690754460;30.07.2023;22:01:00;7;10;14;14;28;11;23;18;23;17;
1690758060;30.07.2023;23:01:00;7;9;13;13;28;10;22;18;23;17;
1690761660;31.07.2023;00:01:00;6;8;12;12;28;9;22;17;22;17;
1690765260;31.07.2023;01:01:00;5;8;11;11;27;8;22;17;22;17;
1690768860;31.07.2023;02:01:00;5;7;11;11;27;8;22;17;22;17;
1690772460;31.07.2023;03:01:00;4;7;10;10;27;8;22;17;22;17;
1690776060;31.07.2023;04:01:00;4;6;10;10;27;7;22;17;22;17;
1690779660;31.07.2023;05:01:00;3;6;9;9;26;6;21;17;21;17;
1690783260;31.07.2023;06:01:00;3;5;9;9;26;6;21;17;21;16;
1690786860;31.07.2023;07:01:00;3;5;8;9;26;6;21;17;21;16;
1690790460;31.07.2023;08:01:00;3;6;8;8;26;6;21;17;21;16;
1690794060;31.07.2023;09:01:00;4;6;8;9;26;7;21;17;21;16;
1690797660;31.07.2023;10:01:00;4;7;9;9;27;8;22;17;22;16;
1690801260;31.07.2023;11:01:00;5;8;9;10;27;8;22;17;22;16;
1690804860;31.07.2023;12:01:00;5;8;10;10;27;9;22;17;22;16;
1690808460;31.07.2023;13:01:00;6;9;10;11;27;10;22;17;22;17;
1690812060;31.07.2023;14:01:00;7;10;11;11;28;11;22;17;22;17;
1690815660;31.07.2023;15:01:00;9;12;12;12;28;12;22;17;23;17;
1690819260;31.07.2023;16:01:00;9;12;13;13;29;13;23;18;23;17;
1690822860;31.07.2023;17:01:00;10;13;13;14;29;14;23;18;23;17;
1690826460;31.07.2023;18:01:00;10;13;14;14;29;13;23;18;23;17;
1690830060;31.07.2023;19:01:00;10;13;14;15;29;13;23;18;23;17;
1690833660;31.07.2023;20:01:00;9;12;14;15;29;13;23;18;23;17;
1690837260;31.07.2023;21:01:00;8;11;14;14;28;12;23;18;23;17;
1690840860;31.07.2023;22:01:00;7;10;13;13;28;11;23;18;23;17;
1690844460;31.07.2023;23:01:00;6;8;12;12;28;9;22;18;22;17;
1690848060;01.08.2023;00:01:00;5;7;11;11;28;8;22;18;22;17;
1690851660;01.08.2023;01:01:00;4;7;10;11;27;7;22;17;22;17;
1690855260;01.08.2023;02:01:00;4;6;9;10;27;7;22;17;22;17;
1690858860;01.08.2023;03:01:00;3;5;9;9;27;6;21;17;22;17;
1690862460;01.08.2023;04:01:00;3;5;8;8;25;5;19;17;19;17;
1690866060;01.08.2023;05:01:00;3;5;8;8;22;5;18;16;19;16;
1690869660;01.08.2023;06:01:00;3;5;8;8;21;5;18;16;18;15;
1690873260;01.08.2023;07:01:00;4;5;7;8;21;6;18;16;18;15;
1690876860;01.08.2023;08:01:00;4;6;8;8;21;6;18;15;18;15;
1690880460;01.08.2023;09:01:00;3;6;8;8;25;7;20;16;21;16;
1690884060;01.08.2023;10:01:00;4;7;8;9;26;7;21;16;21;16;
1690887660;01.08.2023;11:01:00;4;7;9;9;26;8;21;17;21;16;
1690891260;01.08.2023;12:01:00;5;7;9;9;27;8;21;17;21;16;
1690894860;01.08.2023;13:01:00;5;8;9;10;27;8;21;17;22;16;
1690898460;01.08.2023;14:01:00;7;10;10;10;27;11;22;17;22;16;
1690902060;01.08.2023;15:01:00;10;13;11;12;28;13;23;17;23;17;
1690905660;01.08.2023;16:01:00;11;14;13;13;29;14;23;18;23;17;
1690909260;01.08.2023;17:01:00;11;14;14;14;29;14;23;18;23;17;
1690912860;01.08.2023;18:01:00;10;13;14;15;29;14;23;18;23;17;
1690916460;01.08.2023;19:01:00;10;13;15;15;29;14;23;18;23;17;
1690920060;01.08.2023;20:01:00;10;13;15;15;29;13;23;18;23;17;
1690923660;01.08.2023;21:01:00;9;12;14;15;29;12;23;18;23;17;
1690927260;01.08.2023;22:01:00;7;10;13;14;28;11;23;18;23;17;
1690930860;01.08.2023;23:01:00;7;9;13;13;28;10;23;18;23;17;
1690934460;02.08.2023;00:01:00;6;8;12;12;28;9;22;18;22;17;
1690938060;02.08.2023;01:01:00;5;8;11;11;28;8;22;18;22;17;
1690941660;02.08.2023;02:01:00;5;7;10;11;27;8;22;18;22;17;
1690945260;02.08.2023;03:01:00;4;7;10;10;27;7;22;18;22;17;
1690948860;02.08.2023;04:01:00;4;6;9;10;27;7;22;17;22;17;
1690952460;02.08.2023;05:01:00;3;6;9;9;27;6;22;17;22;17;
1690956060;02.08.2023;06:01:00;3;5;8;9;27;6;21;17;22;17;
1690959660;02.08.2023;07:01:00;3;5;8;8;26;6;21;17;22;17;
1690963260;02.08.2023;08:01:00;3;5;8;8;26;6;21;17;21;17;
1690966860;02.08.2023;09:01:00;3;6;8;8;26;6;21;17;22;16;
1690970460;02.08.2023;10:01:00;4;7;8;9;26;7;21;17;22;17;
1690974060;02.08.2023;11:01:00;5;8;9;9;27;8;22;17;22;17;
1690977660;02.08.2023;12:01:00;6;9;10;10;27;10;22;17;22;17;
1690981260;02.08.2023;13:01:00;7;10;11;11;28;11;22;18;23;17;
1690984860;02.08.2023;14:01:00;9;12;12;12;28;12;23;18;23;17;
1690988460;02.08.2023;15:01:00;10;13;13;13;29;14;23;18;23;17;
1690992060;02.08.2023;16:01:00;11;14;14;14;29;15;23;18;24;17;
1690995660;02.08.2023;17:01:00;12;16;15;15;30;16;24;18;24;17;
1690999260;02.08.2023;18:01:00;13;16;15;16;30;17;24;18;24;17;
1691002860;02.08.2023;19:01:00;13;16;16;17;30;16;24;18;24;17;
1691006460;02.08.2023;20:01:00;11;14;16;17;30;15;24;18;24;17;
1691010060;02.08.2023;21:01:00;10;13;16;17;30;14;24;18;24;17;
1691013660;02.08.2023;22:01:00;9;12;15;16;29;12;23;18;24;17;
1691017260;02.08.2023;23:01:00;7;10;14;15;29;11;23;18;23;17;
1691020860;03.08.2023;00:01:00;6;9;13;14;28;10;23;18;23;17;
1691024460;03.08.2023;01:01:00;5;8;12;13;28;9;23;18;23;17;
1691028060;03.08.2023;02:01:00;5;7;11;12;28;8;22;18;23;17;
1691031660;03.08.2023;03:01:00;4;7;11;11;28;8;22;18;22;17;
1691035260;03.08.2023;04:01:00;4;6;10;10;27;7;22;18;22;17;
1691038860;03.08.2023;05:01:00;3;6;9;9;27;7;22;18;22;17;
1691042460;03.08.2023;06:01:00;3;6;9;9;27;6;22;18;22;17;
1691046060;03.08.2023;07:01:00;3;6;8;9;27;6;22;18;22;17;
1691049660;03.08.2023;08:01:00;3;6;8;9;27;7;22;17;22;17;
1691053260;03.08.2023;09:01:00;4;6;8;9;27;7;22;17;22;17;
1691056860;03.08.2023;10:01:00;5;7;9;9;27;8;22;17;22;17;
1691060460;03.08.2023;11:01:00;6;8;10;10;27;9;22;18;22;17;
1691064060;03.08.2023;12:01:00;7;10;10;11;28;11;22;18;23;17;
1691067660;03.08.2023;13:01:00;9;12;11;12;28;12;23;18;23;17;
1691071260;03.08.2023;14:01:00;10;13;12;13;29;14;23;18;23;17;
1691074860;03.08.2023;15:01:00;11;14;14;14;29;14;24;18;24;17;
1691078460;03.08.2023;16:01:00;11;14;14;15;29;15;24;18;24;17;
1691082060;03.08.2023;17:01:00;11;14;15;15;30;15;24;18;24;17;
1691085660;03.08.2023;18:01:00;11;14;15;16;30;15;24;18;24;18;
1691089260;03.08.2023;19:01:00;11;14;15;16;30;15;24;18;24;18;
1691092860;03.08.2023;20:01:00;10;13;15;16;30;14;24;18;24;18;
1691096460;03.08.2023;21:01:00;9;12;15;15;29;13;23;18;24;18;
1691100060;03.08.2023;22:01:00;8;11;14;14;29;11;23;18;23;18;
1691103660;03.08.2023;23:01:00;7;9;13;13;29;10;23;18;23;18;
1691107260;04.08.2023;00:01:00;6;8;12;12;28;9;23;18;23;17;
1691110860;04.08.2023;01:01:00;5;7;11;11;28;8;23;18;23;17;
1691114460;04.08.2023;02:01:00;4;7;10;11;28;7;22;18;22;17;
1691118060;04.08.2023;03:01:00;3;6;9;10;27;7;22;18;22;17;
1691121660;04.08.2023;04:01:00;3;5;9;9;27;6;22;18;22;17;
1691125260;04.08.2023;05:01:00;2;5;8;8;27;6;22;18;22;17;
1691128860;04.08.2023;06:01:00;2;5;8;8;27;6;22;18;22;17;
1691132460;04.08.2023;07:01:00;2;5;8;8;26;6;22;18;22;17;
1691136060;04.08.2023;08:01:00;3;5;8;8;26;6;22;18;22;17;
1691139660;04.08.2023;09:01:00;3;6;8;8;27;7;22;18;22;17;
1691143260;04.08.2023;10:01:00;4;7;8;9;27;7;22;17;22;17;
1691146860;04.08.2023;11:01:00;5;7;9;9;27;8;22;18;22;17;
1691150460;04.08.2023;12:01:00;6;8;10;10;28;9;22;18;22;17;
1691154060;04.08.2023;13:01:00;6;9;10;11;28;10;22;18;23;17;
1691157660;04.08.2023;14:01:00;7;10;11;11;28;11;23;18;23;17;
1691161260;04.08.2023;15:01:00;8;11;12;12;28;12;23;18;23;17;
1691164860;04.08.2023;16:01:00;10;13;13;13;29;13;23;18;23;17;
1691168460;04.08.2023;17:01:00;10;13;13;14;29;14;23;18;24;17;
1691172060;04.08.2023;18:01:00;9;12;14;14;29;13;24;18;24;17;
1691175660;04.08.2023;19:01:00;9;12;14;14;29;12;23;18;24;17;
1691179260;04.08.2023;20:01:00;8;11;14;14;29;12;23;18;23;18;
1691182860;04.08.2023;21:01:00;7;10;13;14;29;11;23;18;23;17;
1691186460;04.08.2023;22:01:00;7;10;13;13;28;10;23;18;23;17;
1691190060;04.08.2023;23:01:00;6;9;12;12;28;9;23;18;23;17;
1691193660;05.08.2023;00:01:00;5;8;11;11;28;9;23;18;23;17;
1691197260;05.08.2023;01:01:00;5;7;10;11;28;8;23;18;23;17;
1691200860;05.08.2023;02:01:00;5;7;10;10;28;8;22;18;23;17;
1691204460;05.08.2023;03:01:00;4;7;10;10;28;8;22;18;23;17;
1691208060;05.08.2023;04:01:00;4;6;9;10;27;7;22;18;22;17;
1691211660;05.08.2023;05:01:00;3;6;9;9;27;7;22;18;22;17;
1691215260;05.08.2023;06:01:00;3;5;9;9;27;6;22;18;22;17;
1691218860;05.08.2023;07:01:00;3;5;8;9;27;6;22;18;22;17;
1691222460;05.08.2023;08:01:00;3;5;8;8;27;6;22;18;22;17;
1691226060;05.08.2023;09:01:00;4;6;8;8;27;7;22;18;22;17;
1691229660;05.08.2023;10:01:00;4;7;9;9;27;8;22;18;22;17;
1691233260;05.08.2023;11:01:00;5;8;9;9;27;9;22;18;22;17;
1691236860;05.08.2023;12:01:00;6;9;10;10;28;9;23;18;23;17;
1691240460;05.08.2023;13:01:00;7;10;11;11;28;10;23;18;23;17;
1691244060;05.08.2023;14:01:00;8;11;11;12;28;11;23;18;23;17;
1691247660;05.08.2023;15:01:00;9;12;12;13;29;13;23;18;23;17;
1691251260;05.08.2023;16:01:00;10;13;13;14;29;13;24;18;24;17;
1691254860;05.08.2023;17:01:00;8;11;14;14;29;12;23;18;24;18;
1691258460;05.08.2023;18:01:00;6;9;13;13;28;9;23;18;23;18;
1691262060;05.08.2023;19:01:00;5;8;11;12;28;9;23;18;23;17;
1691265660;05.08.2023;20:01:00;5;8;11;11;28;9;23;18;23;17;
1691269260;05.08.2023;21:01:00;5;7;10;11;28;8;23;18;23;17;
1691272860;05.08.2023;22:01:00;4;7;10;10;28;7;22;18;23;17;
1691276460;05.08.2023;23:01:00;3;6;9;10;27;7;22;18;22;17;
1691280060;06.08.2023;00:01:00;2;5;8;9;27;6;22;18;22;17;
1691283660;06.08.2023;01:01:00;3;5;8;8;23;5;19;17;19;17;
1691287260;06.08.2023;02:01:00;3;4;7;8;22;5;19;17;19;16;
1691290860;06.08.2023;03:01:00;3;4;7;8;21;5;18;16;19;16;
1691294460;06.08.2023;04:01:00;3;4;7;7;21;5;18;16;18;16;
1691298060;06.08.2023;05:01:00;3;5;7;7;21;5;18;16;18;16;
1691301660;06.08.2023;06:01:00;4;5;7;8;21;6;18;16;18;16;
1691305260;06.08.2023;07:01:00;4;5;7;8;21;6;18;16;18;15;
1691308860;06.08.2023;08:01:00;4;6;8;8;21;6;18;16;18;15;
1691312460;06.08.2023;09:01:00;3;6;8;8;25;6;21;16;21;16;
1691316060;06.08.2023;10:01:00;4;6;8;8;26;7;21;17;21;16;
1691319660;06.08.2023;11:01:00;5;7;9;9;26;8;22;17;22;16;
1691323260;06.08.2023;12:01:00;6;8;9;10;27;9;22;17;22;17;
1691326860;06.08.2023;13:01:00;7;9;10;10;27;10;22;17;22;17;
1691330460;06.08.2023;14:01:00;8;10;11;11;28;11;23;18;23;17;
1691334060;06.08.2023;15:01:00;8;11;12;12;28;12;23;18;23;17;
1691337660;06.08.2023;16:01:00;9;12;13;13;29;12;23;18;23;17;
1691341260;06.08.2023;17:01:00;9;12;13;13;29;12;23;18;23;17;
1691344860;06.08.2023;18:01:00;8;11;13;14;29;12;23;18;23;17;
1691348460;06.08.2023;19:01:00;8;11;13;13;29;12;23;18;23;17;
1691352060;06.08.2023;20:01:00;7;10;13;13;28;11;23;18;23;17;
1691355660;06.08.2023;21:01:00;7;9;12;13;28;10;23;18;23;17;
1691359260;06.08.2023;22:01:00;6;9;12;12;28;10;23;18;23;17;
1691362860;06.08.2023;23:01:00;5;8;11;11;28;9;23;18;23;17;
1691366460;07.08.2023;00:01:00;5;8;11;11;28;9;23;18;23;17;
1691370060;07.08.2023;01:01:00;5;7;10;11;28;8;22;18;23;17;
1691373660;07.08.2023;02:01:00;4;7;10;10;27;8;22;18;23;17;
1691377260;07.08.2023;03:01:00;4;7;10;10;27;8;22;18;22;17;
1691380860;07.08.2023;04:01:00;4;7;9;10;27;8;22;18;22;17;
