#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 27.06.2023 08:18:46;
10;
3501-RT503	-20	100	255,0,0;
3201-RT401	-20	100	0,64,0;
3201-RT501	-20	100	0,0,128;
3501-RT401	-20	100	128,0,128;
3501-RT504	-20	100	255,255,0;
3501-RT001	-20	100	255,128,128;
3501-RT002	-20	100	0,255,0;
3501-RP001	-20	100	0,0,255;
3501-RP002	-20	100	255,128,192;
BC-RN001	-20	100	255,255,128;

#!(s);Date;Time;3501-RT503;3201-RT401;3201-RT501;3501-RT401;3501-RT504;3501-RT001;3501-RT002;3501-RP001;3501-RP002;BC-RN001;
1685044860;25.05.2023;20:01:00;16;38;27;4;13;15;15;40;40;23;
1685048460;25.05.2023;21:01:00;16;38;25;3;11;15;15;40;40;23;
1685052060;25.05.2023;22:01:00;15;36;24;2;10;15;15;40;40;23;
1685055660;25.05.2023;23:01:00;15;37;26;0;8;15;15;40;40;23;
1685059260;26.05.2023;00:01:00;15;35;25;0;7;14;14;40;40;22;
1685062860;26.05.2023;01:01:00;15;36;25;-1;6;14;14;40;40;22;
1685066460;26.05.2023;02:01:00;15;30;24;0;5;14;14;40;40;23;
1685070060;26.05.2023;03:01:00;14;30;25;0;5;14;14;40;40;23;
1685073660;26.05.2023;04:01:00;13;30;24;0;4;13;13;40;40;24;
1685077260;26.05.2023;05:01:00;13;30;25;0;4;13;13;40;40;24;
1685080860;26.05.2023;06:01:00;13;29;24;0;4;13;13;40;40;23;
1685084460;26.05.2023;07:01:00;12;17;17;2;4;12;12;40;40;23;
1685088060;26.05.2023;08:01:00;11;31;26;0;5;12;12;40;40;23;
1685091660;26.05.2023;09:01:00;12;29;24;1;5;12;12;40;40;23;
1685095260;26.05.2023;10:01:00;12;31;25;1;6;12;12;40;40;23;
1685098860;26.05.2023;11:01:00;13;37;25;0;7;12;12;40;40;23;
1685102460;26.05.2023;12:01:00;14;37;22;1;9;13;12;40;40;23;
1685106060;26.05.2023;13:01:00;14;37;22;3;11;13;13;40;40;23;
1685109660;26.05.2023;14:01:00;15;39;27;4;13;14;13;40;40;23;
1685113260;26.05.2023;15:01:00;15;38;27;6;15;14;13;40;40;23;
1685116860;26.05.2023;16:01:00;15;39;27;7;17;14;14;40;40;23;
1685120460;26.05.2023;17:01:00;16;40;24;8;17;15;14;40;40;23;
1685124060;26.05.2023;18:01:00;16;38;23;7;17;15;14;40;40;22;
1685127660;26.05.2023;19:01:00;16;38;23;7;16;15;15;40;40;22;
1685131260;26.05.2023;20:01:00;16;39;26;5;14;15;15;40;40;22;
1685134860;26.05.2023;21:01:00;16;37;25;4;12;15;15;40;40;22;
1685138460;26.05.2023;22:01:00;16;36;23;2;10;15;15;40;40;22;
1685142060;26.05.2023;23:01:00;15;36;25;1;9;15;15;40;40;22;
1685145660;27.05.2023;00:01:00;15;37;24;0;7;15;15;40;40;22;
1685149260;27.05.2023;01:01:00;15;35;24;-1;6;15;15;40;40;22;
1685152860;27.05.2023;02:01:00;15;30;25;0;5;15;15;40;40;22;
1685156460;27.05.2023;03:01:00;14;30;25;0;4;14;14;40;40;23;
1685160060;27.05.2023;04:01:00;14;30;25;0;4;14;14;40;40;23;
1685163660;27.05.2023;05:01:00;13;30;25;-1;3;13;13;40;40;23;
1685167260;27.05.2023;06:01:00;13;29;25;-1;3;13;13;40;40;23;
1685170860;27.05.2023;07:01:00;12;17;17;2;3;12;12;40;40;23;
1685174460;27.05.2023;08:01:00;11;30;25;0;5;12;12;40;40;22;
1685178060;27.05.2023;09:01:00;12;30;24;0;5;12;12;40;40;23;
1685181660;27.05.2023;10:01:00;12;31;25;1;6;12;12;40;40;23;
1685185260;27.05.2023;11:01:00;13;37;25;0;7;12;12;40;40;23;
1685188860;27.05.2023;12:01:00;14;36;25;1;9;13;12;40;40;23;
1685192460;27.05.2023;13:01:00;14;37;26;3;11;13;13;40;40;23;
1685196060;27.05.2023;14:01:00;15;37;22;5;13;14;13;40;40;23;
1685199660;27.05.2023;15:01:00;15;38;22;6;15;14;14;40;40;22;
1685203260;27.05.2023;16:01:00;15;39;23;6;15;14;14;40;40;22;
1685206860;27.05.2023;17:01:00;16;40;25;6;14;15;14;40;40;22;
1685210460;27.05.2023;18:01:00;16;37;25;5;14;15;14;40;40;22;
1685214060;27.05.2023;19:01:00;16;38;26;4;13;15;14;40;40;22;
1685217660;27.05.2023;20:01:00;16;37;23;3;11;15;14;40;40;22;
1685221260;27.05.2023;21:01:00;16;36;25;2;10;15;14;40;40;21;
1685224860;27.05.2023;22:01:00;16;36;24;1;9;15;14;40;40;21;
1685228460;27.05.2023;23:01:00;15;36;25;0;8;15;14;40;40;21;
1685232060;28.05.2023;00:01:00;15;35;25;0;7;15;14;40;40;21;
1685235660;28.05.2023;01:01:00;15;36;25;-1;6;15;14;40;40;21;
1685239260;28.05.2023;02:01:00;15;35;24;-1;5;15;14;40;40;21;
1685242860;28.05.2023;03:01:00;14;30;25;0;5;14;14;40;40;22;
1685246460;28.05.2023;04:01:00;14;30;25;0;5;14;14;40;40;23;
1685250060;28.05.2023;05:01:00;14;30;24;0;4;13;13;40;40;23;
1685253660;28.05.2023;06:01:00;13;19;18;2;4;13;13;40;40;22;
1685257260;28.05.2023;07:01:00;12;17;17;3;5;12;12;40;40;22;
1685260860;28.05.2023;08:01:00;11;30;25;1;5;12;12;40;40;22;
1685264460;28.05.2023;09:01:00;12;30;25;1;5;12;12;40;40;22;
1685268060;28.05.2023;10:01:00;13;30;24;1;6;12;12;40;40;22;
1685271660;28.05.2023;11:01:00;13;35;24;0;7;12;12;40;40;22;
1685275260;28.05.2023;12:01:00;14;36;23;0;8;13;12;40;40;22;
1685278860;28.05.2023;13:01:00;14;38;26;2;10;13;13;40;40;22;
1685282460;28.05.2023;14:01:00;15;38;23;4;13;14;13;40;40;22;
1685286060;28.05.2023;15:01:00;15;40;26;6;15;14;14;40;40;22;
1685289660;28.05.2023;16:01:00;15;40;26;7;16;14;14;40;40;21;
1685293260;28.05.2023;17:01:00;16;40;27;7;17;15;14;40;40;21;
1685296860;28.05.2023;18:01:00;16;39;27;7;16;15;15;40;40;21;
1685300460;28.05.2023;19:01:00;16;38;23;6;15;15;15;40;40;21;
1685304060;28.05.2023;20:01:00;16;37;24;4;13;15;15;40;40;21;
1685307660;28.05.2023;21:01:00;16;37;24;3;11;15;15;40;40;21;
1685311260;28.05.2023;22:01:00;16;37;26;1;10;15;15;40;40;21;
1685314860;28.05.2023;23:01:00;16;37;25;0;8;15;15;40;40;21;
1685318460;29.05.2023;00:01:00;16;36;26;0;6;15;15;40;40;21;
1685322060;29.05.2023;01:01:00;15;35;25;-1;5;15;15;40;40;21;
1685325660;29.05.2023;02:01:00;15;30;24;0;5;14;14;40;40;21;
1685329260;29.05.2023;03:01:00;14;30;24;-1;4;14;14;40;40;23;
1685332860;29.05.2023;04:01:00;13;29;25;-1;3;13;13;40;40;22;
1685336460;29.05.2023;05:01:00;13;30;25;-1;3;13;13;40;40;22;
1685340060;29.05.2023;06:01:00;12;17;17;2;3;13;13;40;40;22;
1685343660;29.05.2023;07:01:00;12;16;16;2;4;12;12;40;40;21;
1685347260;29.05.2023;08:01:00;11;15;15;2;4;12;12;40;40;21;
1685350860;29.05.2023;09:01:00;12;30;25;0;5;11;11;40;40;21;
1685354460;29.05.2023;10:01:00;12;30;24;1;6;12;12;40;40;22;
1685358060;29.05.2023;11:01:00;12;36;25;0;7;12;12;40;40;22;
1685361660;29.05.2023;12:01:00;14;37;23;0;8;13;12;40;40;21;
1685365260;29.05.2023;13:01:00;14;38;24;2;11;13;13;40;40;21;
1685368860;29.05.2023;14:01:00;15;38;23;3;11;14;13;40;40;21;
1685372460;29.05.2023;15:01:00;15;36;24;3;12;14;13;40;40;21;
1685376060;29.05.2023;16:01:00;15;39;26;4;13;14;14;40;40;21;
1685379660;29.05.2023;17:01:00;15;38;23;4;13;14;14;40;40;21;
1685383260;29.05.2023;18:01:00;15;37;23;4;12;15;14;40;40;21;
1685386860;29.05.2023;19:01:00;16;38;26;3;12;15;14;40;40;21;
1685390460;29.05.2023;20:01:00;16;36;25;2;11;15;14;40;40;20;
1685394060;29.05.2023;21:01:00;16;36;25;1;10;15;14;40;40;20;
1685397660;29.05.2023;22:01:00;15;37;24;0;8;15;15;40;40;20;
1685401260;29.05.2023;23:01:00;15;36;24;0;7;15;14;40;40;20;
1685404860;30.05.2023;00:01:00;15;36;25;-1;6;15;14;40;40;20;
1685408460;30.05.2023;01:01:00;15;30;24;0;5;15;14;40;40;21;
1685412060;30.05.2023;02:01:00;14;30;24;0;5;14;14;40;40;21;
1685415660;30.05.2023;03:01:00;14;30;24;-1;4;14;13;40;40;22;
1685419260;30.05.2023;04:01:00;13;30;25;-1;4;13;13;40;40;22;
1685422860;30.05.2023;05:01:00;13;30;25;-1;3;13;13;40;40;22;
1685426460;30.05.2023;06:01:00;12;17;17;2;4;13;13;40;40;21;
1685430060;30.05.2023;07:01:00;12;16;16;2;4;12;12;40;40;21;
1685433660;30.05.2023;08:01:00;11;15;15;3;5;12;12;40;40;21;
1685437260;30.05.2023;09:01:00;11;30;25;1;5;11;11;40;40;21;
1685440860;30.05.2023;10:01:00;12;37;26;0;6;12;12;40;40;21;
1685444460;30.05.2023;11:01:00;14;36;22;0;7;13;12;40;40;21;
1685448060;30.05.2023;12:01:00;14;36;26;1;10;13;13;40;40;21;
1685451660;30.05.2023;13:01:00;15;37;26;4;12;14;13;40;40;21;
1685455260;30.05.2023;14:01:00;15;39;23;6;15;14;13;40;40;21;
1685458860;30.05.2023;15:01:00;15;40;24;7;17;14;14;40;40;20;
1685462460;30.05.2023;16:01:00;16;41;24;8;18;15;14;40;40;20;
1685466060;30.05.2023;17:01:00;16;40;24;9;18;15;15;40;40;20;
1685469660;30.05.2023;18:01:00;16;41;25;8;18;15;15;40;40;20;
1685473260;30.05.2023;19:01:00;16;40;26;7;17;15;15;40;40;20;
1685476860;30.05.2023;20:01:00;16;38;23;6;15;15;15;40;40;20;
1685480460;30.05.2023;21:01:00;16;39;26;5;13;15;15;40;40;20;
1685484060;30.05.2023;22:01:00;16;38;25;3;12;15;15;40;40;20;
1685487660;30.05.2023;23:01:00;16;37;23;2;10;15;15;40;40;20;
1685491260;31.05.2023;00:01:00;16;36;24;0;8;15;15;40;40;19;
1685494860;31.05.2023;01:01:00;16;36;25;0;7;15;15;40;40;19;
1685498460;31.05.2023;02:01:00;16;36;24;-1;6;15;15;40;40;19;
1685502060;31.05.2023;03:01:00;15;35;25;-2;5;15;15;40;40;19;
1685505660;31.05.2023;04:01:00;15;30;25;0;5;14;14;40;40;20;
1685509260;31.05.2023;05:01:00;14;30;24;0;5;14;14;40;40;20;
1685512860;31.05.2023;06:01:00;14;30;25;0;5;14;14;40;40;20;
1685516460;31.05.2023;07:01:00;14;30;25;0;5;13;14;40;40;20;
1685520060;31.05.2023;08:01:00;14;30;25;1;6;13;13;40;40;20;
1685523660;31.05.2023;09:01:00;14;35;24;-1;6;13;13;40;40;20;
1685527260;31.05.2023;10:01:00;15;36;26;0;7;14;14;40;40;20;
1685530860;31.05.2023;11:01:00;15;35;23;1;8;14;14;40;40;20;
1685534460;31.05.2023;12:01:00;15;37;26;2;11;14;14;40;40;20;
1685538060;31.05.2023;13:01:00;16;37;23;4;13;15;15;40;40;20;
1685541660;31.05.2023;14:01:00;16;38;25;7;16;15;15;40;40;20;
1685545260;31.05.2023;15:01:00;16;39;23;8;18;15;15;40;40;20;
1685548860;31.05.2023;16:01:00;16;41;25;10;19;15;15;40;40;20;
1685552460;31.05.2023;17:01:00;17;41;25;10;20;16;16;40;40;19;
1685556060;31.05.2023;18:01:00;17;40;25;10;20;16;16;40;40;19;
1685559660;31.05.2023;19:01:00;17;40;26;9;19;16;16;40;40;14;
1685563260;31.05.2023;20:01:00;17;39;25;8;17;16;16;40;40;13;
1685566860;31.05.2023;21:01:00;17;38;24;6;15;16;16;40;40;13;
1685570460;31.05.2023;22:01:00;17;38;24;4;13;16;16;40;40;13;
1685574060;31.05.2023;23:01:00;17;37;24;3;11;16;16;40;40;13;
1685577660;01.06.2023;00:01:00;16;37;25;1;10;16;16;40;40;13;
1685581260;01.06.2023;01:01:00;16;37;24;0;8;16;16;40;40;13;
1685584860;01.06.2023;02:01:00;16;37;24;0;7;16;16;40;40;13;
1685588460;01.06.2023;03:01:00;16;36;26;-1;6;15;15;40;40;13;
1685592060;01.06.2023;04:01:00;16;35;25;-1;5;15;15;40;40;13;
1685595660;01.06.2023;05:01:00;15;30;25;0;5;15;15;40;40;14;
1685599260;01.06.2023;06:01:00;15;30;25;0;4;14;14;40;40;14;
1685602860;01.06.2023;07:01:00;14;30;24;0;4;14;14;40;40;13;
1685606460;01.06.2023;08:01:00;14;30;25;0;5;14;14;40;40;14;
1685610060;01.06.2023;09:01:00;14;30;24;1;6;14;14;40;40;14;
1685613660;01.06.2023;10:01:00;14;35;25;-1;6;14;14;40;40;13;
1685617260;01.06.2023;11:01:00;15;37;26;0;7;14;14;40;40;13;
1685620860;01.06.2023;12:01:00;15;36;23;0;8;14;14;40;40;13;
1685624460;01.06.2023;13:01:00;15;37;26;1;10;15;15;40;40;13;
1685628060;01.06.2023;14:01:00;16;37;25;3;12;15;15;40;40;13;
1685631660;01.06.2023;15:01:00;16;38;26;4;13;15;15;40;40;13;
1685635260;01.06.2023;16:01:00;16;39;26;6;15;15;15;40;40;13;
1685638860;01.06.2023;17:01:00;16;38;25;6;16;15;15;40;40;13;
1685642460;01.06.2023;18:01:00;16;38;25;6;16;16;15;40;40;13;
1685646060;01.06.2023;19:01:00;17;38;23;6;15;16;16;40;40;13;
1685649660;01.06.2023;20:01:00;17;38;25;4;13;16;16;40;40;12;
1685653260;01.06.2023;21:01:00;16;37;25;3;12;16;16;40;40;12;
1685656860;01.06.2023;22:01:00;16;37;24;2;10;16;15;40;40;12;
1685660460;01.06.2023;23:01:00;16;37;25;0;8;16;15;40;40;12;
1685664060;02.06.2023;00:01:00;16;36;25;0;7;16;15;40;40;12;
1685667660;02.06.2023;01:01:00;16;36;24;-1;6;15;15;40;40;12;
1685671260;02.06.2023;02:01:00;16;30;24;0;5;15;15;40;40;13;
1685674860;02.06.2023;03:01:00;15;30;24;0;4;15;15;40;40;13;
1685678460;02.06.2023;04:01:00;14;30;25;-1;4;14;14;40;40;13;
1685682060;02.06.2023;05:01:00;14;30;25;-1;3;14;14;40;40;14;
1685685660;02.06.2023;06:01:00;14;18;18;1;3;14;14;40;40;13;
1685689260;02.06.2023;07:01:00;12;17;17;2;3;13;13;40;40;13;
1685692860;02.06.2023;08:01:00;12;30;25;0;4;12;13;40;40;13;
1685696460;02.06.2023;09:01:00;13;30;25;0;4;13;13;40;40;13;
1685700060;02.06.2023;10:01:00;13;30;25;1;6;13;13;40;40;13;
1685703660;02.06.2023;11:01:00;14;37;25;0;7;13;13;40;40;13;
1685707260;02.06.2023;12:01:00;15;38;25;1;9;14;14;40;40;13;
1685710860;02.06.2023;13:01:00;15;37;25;3;11;14;14;40;40;12;
1685714460;02.06.2023;14:01:00;15;39;23;5;14;15;14;40;40;12;
1685718060;02.06.2023;15:01:00;16;38;24;7;16;15;15;40;40;12;
1685721660;02.06.2023;16:01:00;16;40;25;8;18;15;15;40;40;12;
1685725260;02.06.2023;17:01:00;16;40;24;9;18;15;15;40;40;12;
1685728860;02.06.2023;18:01:00;17;39;24;9;18;16;16;40;40;12;
1685732460;02.06.2023;19:01:00;17;39;25;8;17;16;16;40;40;12;
1685736060;02.06.2023;20:01:00;17;38;23;6;16;16;16;40;40;11;
1685739660;02.06.2023;21:01:00;17;38;24;5;13;16;16;40;40;11;
1685743260;02.06.2023;22:01:00;17;38;24;3;11;16;16;40;40;11;
1685746860;02.06.2023;23:01:00;16;37;25;1;10;16;16;40;40;11;
1685750460;03.06.2023;00:01:00;16;36;25;0;8;16;16;40;40;11;
1685754060;03.06.2023;01:01:00;16;37;25;0;6;16;16;40;40;11;
1685757660;03.06.2023;02:01:00;16;36;24;-1;5;15;15;40;40;11;
1685761260;03.06.2023;03:01:00;16;30;25;0;5;15;15;40;40;11;
1685764860;03.06.2023;04:01:00;15;31;25;0;5;15;15;40;40;13;
1685768460;03.06.2023;05:01:00;14;30;24;0;5;14;14;40;40;13;
1685772060;03.06.2023;06:01:00;14;30;25;0;5;14;14;40;40;12;
1685775660;03.06.2023;07:01:00;14;30;24;0;5;14;14;40;40;12;
1685779260;03.06.2023;08:01:00;14;30;25;0;5;14;14;40;40;12;
1685782860;03.06.2023;09:01:00;14;36;26;-1;6;14;14;40;40;11;
1685786460;03.06.2023;10:01:00;15;35;23;0;7;14;14;40;40;10;
1685790060;03.06.2023;11:01:00;15;35;23;0;8;14;14;40;40;10;
1685793660;03.06.2023;12:01:00;15;37;23;2;10;15;15;40;40;10;
1685797260;03.06.2023;13:01:00;16;39;25;4;13;15;15;40;40;10;
1685800860;03.06.2023;14:01:00;16;37;24;6;15;15;15;40;40;11;
1685804460;03.06.2023;15:01:00;16;38;24;7;17;15;15;40;40;11;
1685808060;03.06.2023;16:01:00;17;40;24;8;18;16;16;40;40;11;
1685811660;03.06.2023;17:01:00;17;40;24;9;19;16;16;40;40;11;
1685815260;03.06.2023;18:01:00;17;40;24;9;19;16;16;40;40;11;
1685818860;03.06.2023;19:01:00;17;39;25;8;17;16;16;40;40;11;
1685822460;03.06.2023;20:01:00;17;39;24;6;16;16;16;40;40;11;
1685826060;03.06.2023;21:01:00;17;38;25;5;14;16;16;40;40;10;
1685829660;03.06.2023;22:01:00;17;37;25;3;12;16;16;40;40;10;
1685833260;03.06.2023;23:01:00;17;37;25;2;10;16;16;40;40;10;
1685836860;04.06.2023;00:01:00;17;37;25;1;9;16;16;40;40;9;
1685840460;04.06.2023;01:01:00;17;37;25;0;7;16;16;40;40;9;
1685844060;04.06.2023;02:01:00;16;36;24;-1;6;16;16;40;40;9;
1685847660;04.06.2023;03:01:00;16;35;24;-2;5;16;16;40;40;9;
1685851260;04.06.2023;04:01:00;15;30;25;0;5;15;15;40;40;11;
1685854860;04.06.2023;05:01:00;15;30;25;0;5;15;15;40;40;11;
1685858460;04.06.2023;06:01:00;14;30;24;0;4;14;14;40;40;11;
1685862060;04.06.2023;07:01:00;14;30;25;0;4;14;14;40;40;11;
1685865660;04.06.2023;08:01:00;14;30;24;0;5;14;14;40;40;11;
1685869260;04.06.2023;09:01:00;14;31;25;1;6;14;14;40;40;11;
1685872860;04.06.2023;10:01:00;15;36;25;0;6;14;14;40;40;9;
1685876460;04.06.2023;11:01:00;15;37;25;0;8;15;14;40;40;9;
1685880060;04.06.2023;12:01:00;16;36;24;2;10;15;15;40;40;9;
1685883660;04.06.2023;13:01:00;16;37;25;4;13;15;15;40;40;9;
1685887260;04.06.2023;14:01:00;16;40;25;6;16;15;15;40;40;10;
1685890860;04.06.2023;15:01:00;17;40;24;8;18;16;16;40;40;10;
1685894460;04.06.2023;16:01:00;17;41;24;10;19;16;16;40;40;11;
1685898060;04.06.2023;17:01:00;17;40;24;10;20;16;16;40;40;11;
1685901660;04.06.2023;18:01:00;17;40;25;10;20;16;16;40;40;11;
1685905260;04.06.2023;19:01:00;17;40;24;9;19;16;16;40;40;10;
1685908860;04.06.2023;20:01:00;17;39;25;8;18;16;16;40;40;10;
1685912460;04.06.2023;21:01:00;17;39;24;7;16;16;16;40;40;9;
1685916060;04.06.2023;22:01:00;17;37;24;5;14;16;16;40;40;9;
1685919660;04.06.2023;23:01:00;17;37;25;3;12;16;16;40;40;9;
1685923260;05.06.2023;00:01:00;17;37;26;2;10;16;16;40;40;9;
1685926860;05.06.2023;01:01:00;17;37;24;1;9;16;16;40;40;9;
1685930460;05.06.2023;02:01:00;17;37;25;0;7;16;16;40;40;8;
1685934060;05.06.2023;03:01:00;17;36;24;0;6;16;16;40;40;8;
1685937660;05.06.2023;04:01:00;16;35;24;-1;5;16;16;40;40;8;
1685941260;05.06.2023;05:01:00;16;30;24;0;5;16;16;40;40;9;
1685944860;05.06.2023;06:01:00;15;30;24;0;5;15;15;40;40;10;
1685948460;05.06.2023;07:01:00;15;30;24;0;5;15;15;40;40;11;
1685952060;05.06.2023;08:01:00;14;30;24;0;5;14;14;40;40;11;
1685955660;05.06.2023;09:01:00;15;35;25;-1;6;14;14;40;40;10;
1685959260;05.06.2023;10:01:00;15;35;23;0;7;15;15;40;40;10;
1685962860;05.06.2023;11:01:00;16;36;25;-1;8;15;15;40;40;11;
1685966460;05.06.2023;12:01:00;16;37;25;3;11;15;15;40;40;10;
1685970060;05.06.2023;13:01:00;16;38;23;5;14;15;16;40;40;9;
1685973660;05.06.2023;14:01:00;17;39;23;7;17;16;16;40;40;10;
1685977260;05.06.2023;15:01:00;17;39;23;9;19;16;16;40;40;30;
1685980860;05.06.2023;16:01:00;17;40;25;10;20;16;16;40;40;29;
1685984460;05.06.2023;17:01:00;17;40;25;10;21;16;16;40;40;29;
1685988060;05.06.2023;18:01:00;18;40;24;10;20;17;16;40;40;29;
1685991660;05.06.2023;19:01:00;18;40;25;9;19;17;16;40;40;29;
1685995260;05.06.2023;20:01:00;18;39;24;8;17;17;16;40;40;29;
1685998860;05.06.2023;21:01:00;18;38;24;6;15;17;16;40;40;28;
1686002460;05.06.2023;22:01:00;17;38;25;4;13;17;16;40;40;28;
1686006060;05.06.2023;23:01:00;17;37;24;3;11;17;16;40;40;28;
1686009660;06.06.2023;00:01:00;17;37;25;2;10;16;16;40;40;28;
1686013260;06.06.2023;01:01:00;17;37;24;1;9;16;16;40;40;29;
1686016860;06.06.2023;02:01:00;17;36;25;0;8;16;16;40;40;28;
1686020460;06.06.2023;03:01:00;17;36;24;0;7;16;16;40;40;28;
1686024060;06.06.2023;04:01:00;17;36;25;0;7;16;16;40;40;28;
1686027660;06.06.2023;05:01:00;17;36;25;0;7;16;16;40;40;28;
1686031260;06.06.2023;06:01:00;17;36;25;-1;6;16;16;40;40;28;
1686034860;06.06.2023;07:01:00;17;36;25;-1;6;16;16;40;40;28;
1686038460;06.06.2023;08:01:00;17;35;24;-1;6;16;16;40;40;28;
1686042060;06.06.2023;09:01:00;16;35;25;-1;6;16;16;40;40;29;
1686045660;06.06.2023;10:01:00;16;36;24;0;7;16;16;40;40;28;
1686049260;06.06.2023;11:01:00;17;37;25;1;9;16;16;40;40;28;
1686052860;06.06.2023;12:01:00;17;38;25;3;11;16;16;40;40;29;
1686056460;06.06.2023;13:01:00;17;38;25;5;14;16;16;40;40;29;
1686060060;06.06.2023;14:01:00;17;40;25;7;16;16;16;40;40;29;
1686063660;06.06.2023;15:01:00;17;40;25;9;19;16;16;40;40;29;
1686067260;06.06.2023;16:01:00;18;40;25;10;20;17;16;40;40;29;
1686070860;06.06.2023;17:01:00;18;41;25;11;21;17;17;40;40;29;
1686074460;06.06.2023;18:01:00;18;41;25;11;21;17;17;40;40;29;
1686078060;06.06.2023;19:01:00;18;40;25;10;20;17;17;40;40;29;
1686081660;06.06.2023;20:01:00;18;40;25;9;18;17;17;40;40;28;
1686085260;06.06.2023;21:01:00;18;39;25;7;17;17;17;40;40;28;
1686088860;06.06.2023;22:01:00;18;38;25;6;15;17;17;40;40;28;
1686092460;06.06.2023;23:01:00;18;38;25;4;13;17;17;40;40;28;
1686096060;07.06.2023;00:01:00;18;37;25;2;11;17;17;40;40;28;
1686099660;07.06.2023;01:01:00;17;37;24;1;9;17;16;40;40;28;
1686103260;07.06.2023;02:01:00;17;37;24;0;8;17;16;40;40;28;
1686106860;07.06.2023;03:01:00;17;36;24;0;7;16;16;40;40;28;
1686110460;07.06.2023;04:01:00;17;35;24;-1;6;16;16;40;40;28;
1686114060;07.06.2023;05:01:00;17;36;25;-1;5;16;16;40;40;28;
1686117660;07.06.2023;06:01:00;17;30;24;0;5;16;16;40;40;28;
1686121260;07.06.2023;07:01:00;16;30;25;0;5;16;16;40;40;29;
1686124860;07.06.2023;08:01:00;16;35;24;0;6;15;15;40;40;28;
1686128460;07.06.2023;09:01:00;16;36;25;0;6;15;16;40;40;28;
1686132060;07.06.2023;10:01:00;16;36;24;0;8;16;16;40;40;28;
1686135660;07.06.2023;11:01:00;16;36;25;0;9;16;16;40;40;29;
1686139260;07.06.2023;12:01:00;17;38;25;4;12;16;16;40;40;27;
1686142860;07.06.2023;13:01:00;17;39;25;6;15;16;16;40;40;27;
1686146460;07.06.2023;14:01:00;17;39;24;8;17;16;16;40;40;27;
1686150060;07.06.2023;15:01:00;18;40;24;9;19;17;16;40;40;28;
1686153660;07.06.2023;16:01:00;18;40;25;10;21;17;16;40;40;28;
1686157260;07.06.2023;17:01:00;18;40;24;11;21;17;17;40;40;28;
1686160860;07.06.2023;18:01:00;18;40;24;10;21;17;17;40;40;28;
1686164460;07.06.2023;19:01:00;18;40;25;10;20;17;17;40;40;27;
1686168060;07.06.2023;20:01:00;18;40;25;8;18;17;17;40;40;27;
1686171660;07.06.2023;21:01:00;18;39;24;7;16;17;17;40;40;27;
1686175260;07.06.2023;22:01:00;18;38;25;5;14;17;17;40;40;27;
1686178860;07.06.2023;23:01:00;18;38;25;4;13;17;17;40;40;26;
1686182460;08.06.2023;00:01:00;18;37;25;2;11;17;17;40;40;26;
1686186060;08.06.2023;01:01:00;17;37;25;1;9;17;17;40;40;26;
1686189660;08.06.2023;02:01:00;17;36;25;0;8;17;17;40;40;26;
1686193260;08.06.2023;03:01:00;17;36;25;0;7;17;16;40;40;26;
1686196860;08.06.2023;04:01:00;17;36;25;-1;6;17;16;40;40;26;
1686200460;08.06.2023;05:01:00;17;35;24;-1;6;16;16;40;40;25;
1686204060;08.06.2023;06:01:00;17;36;25;-1;5;16;16;40;40;25;
1686207660;08.06.2023;07:01:00;17;36;25;-2;5;16;16;40;40;25;
1686211260;08.06.2023;08:01:00;17;35;25;-1;5;16;16;40;40;25;
1686214860;08.06.2023;09:01:00;17;36;24;-1;6;16;16;40;40;25;
1686218460;08.06.2023;10:01:00;17;36;25;0;7;16;16;40;40;25;
1686222060;08.06.2023;11:01:00;17;36;24;0;8;16;16;40;40;25;
1686225660;08.06.2023;12:01:00;17;37;24;2;10;16;16;40;40;25;
1686229260;08.06.2023;13:01:00;17;38;24;4;13;16;16;40;40;26;
1686232860;08.06.2023;14:01:00;17;39;25;6;15;17;16;40;40;26;
1686236460;08.06.2023;15:01:00;18;33;18;7;17;17;16;40;40;26;
1686240060;08.06.2023;16:01:00;18;34;18;8;18;17;17;40;40;27;
1686243660;08.06.2023;17:01:00;18;34;18;9;19;17;17;40;40;27;
1686247260;08.06.2023;18:01:00;18;34;19;8;19;17;17;40;40;26;
1686250860;08.06.2023;19:01:00;18;34;19;8;18;17;17;40;40;26;
1686254460;08.06.2023;20:01:00;18;33;19;7;16;17;17;40;40;26;
1686258060;08.06.2023;21:01:00;18;33;19;5;14;17;17;40;40;26;
1686261660;08.06.2023;22:01:00;18;32;18;4;13;17;17;40;40;26;
1686265260;08.06.2023;23:01:00;18;31;18;2;11;17;17;40;40;26;
1686268860;09.06.2023;00:01:00;18;31;18;1;10;17;17;40;40;25;
1686272460;09.06.2023;01:01:00;18;30;18;0;9;17;17;40;40;25;
1686276060;09.06.2023;02:01:00;17;30;18;0;8;17;17;40;40;25;
1686279660;09.06.2023;03:01:00;17;30;18;0;7;17;17;40;40;25;
1686283260;09.06.2023;04:01:00;17;29;18;-1;6;17;17;40;40;25;
1686286860;09.06.2023;05:01:00;17;28;18;-2;5;17;16;40;40;24;
1686290460;09.06.2023;06:01:00;16;23;17;0;5;16;16;40;40;25;
1686294060;09.06.2023;07:01:00;16;22;16;0;5;16;16;40;40;26;
1686297660;09.06.2023;08:01:00;15;27;16;-1;6;15;16;40;40;26;
